coop	station_name	country_name	datetime	utc_offset	lat	lon	precip_amt
030900	BRIGGSVILLE	UNITED STATES	2012-04-01 06:00:00	-0600	34.9458	-93.4637	0.0
030936	BRINKLEY	UNITED STATES	2012-04-01 06:00:00	-0600	34.8822	-91.2152	0.0
031020	BULL SHOALS DAM	UNITED STATES	2012-04-01 06:00:00	-0600	36.3647	-92.5781	0.0
031140	CALION LOCK & DAM	UNITED STATES	2012-04-01 06:00:00	-0600	33.3063	-92.4832	0.0
031152	CAMDEN 1	UNITED STATES	2012-04-01 06:00:00	-0600	33.59	-92.8236	0.0
031457	CLARKSVILLE 6 NE	UNITED STATES	2012-04-01 06:00:00	-0600	35.5328	-93.4036	0.0
031582	COMPTON	UNITED STATES	2012-04-01 06:00:00	-0600	36.0913	-93.3208	0.0
031632	CORNING	UNITED STATES	2012-04-01 06:00:00	-0600	36.4197	-90.5858	0.0
031948	DEQUEEN	UNITED STATES	2012-04-01 06:00:00	-0600	34.0463	-94.348	0.0
031953	DE QUEEN SEVIER COUNTY AP	UNITED STATES	2012-04-01 06:00:00	-0600	34.05	-94.40083	0.0
032015	DIERKS	UNITED STATES	2012-04-01 06:00:00	-0600	34.1266	-94.0172	0.0
032148	DUMAS	UNITED STATES	2012-04-01 06:00:00	-0600	33.88852	-91.53161	0.0
032300	EL DORADO S AR REGIONAL AP	UNITED STATES	2012-04-01 06:00:00	-0600	33.22083	-92.81417	0.0
032356	EUREKA SPRINGS 3 WNW	UNITED STATES	2012-04-01 06:00:00	-0600	36.4163	-93.7916	0.0
032420	FAYETTEVILLE DRAKE FIELD	UNITED STATES	2012-04-01 06:00:00	-0600	36.0097	-94.1694	0.0
032444	FAYETTEVILLE EXP STA	UNITED STATES	2012-04-01 06:00:00	-0600	36.1005	-94.1744	0.0
032489	FERNDALE 6 E	UNITED STATES	2012-04-01 06:00:00	-0600	34.7594	-92.4553	0.0
032544	FOREMAN	UNITED STATES	2012-04-01 06:00:00	-0600	33.7222	-94.3975	0.0
032574	FORT SMITH REGIONAL AP	UNITED STATES	2012-04-01 06:00:00	-0600	35.333	-94.3625	0.0
032794	GILBERT	UNITED STATES	2012-04-01 06:00:00	-0600	35.9885	-92.7161	0.0
032978	GREERS FERRY DAM	UNITED STATES	2012-04-01 06:00:00	-0600	35.5206	-91.9997	0.0
033132	HARDY	UNITED STATES	2012-04-01 06:00:00	-0600	36.2747	-91.5056	0.0
033165	HARRISON BOONE COUNTY AP	UNITED STATES	2012-04-01 06:00:00	-0600	36.2668	-93.1566	0.0
033470	HOT SPRINGS ASOS	UNITED STATES	2012-04-01 06:00:00	-0600	34.29	-93.06	0.0
033544	HUNTSVILLE 1 SSW	UNITED STATES	2012-04-01 06:00:00	-0600	36.07	-93.7522	0.0
034185	LEWISVILLE	UNITED STATES	2012-04-01 06:00:00	-0600	33.3613	-93.5674	0.0
034248	LITTLE ROCK AP ADAMS FIELD	UNITED STATES	2012-04-01 06:00:00	-0600	34.7273	-92.2389	0.0
034548	MAGNOLIA	UNITED STATES	2012-04-01 06:00:00	-0600	33.2951	-93.2325	0.0
034756	MENA	UNITED STATES	2012-04-01 06:00:00	-0600	34.5979	-94.29	0.0
034839	MILLWOOD DAM	UNITED STATES	2012-04-01 06:00:00	-0600	33.6772	-93.9902	0.0
034900	MONTICELLO MUNICIPAL AP	UNITED STATES	2012-04-01 06:00:00	-0600	33.6361	-91.7556	0.0
034991	MOUNT IDA	UNITED STATES	2012-04-01 06:00:00	-0600	34.5467	-93.578	0.0
035110	NARROWS DAM	UNITED STATES	2012-04-01 06:00:00	-0600	34.1452	-93.7138	0.0
035112	NASHVILLE	UNITED STATES	2012-04-01 06:00:00	-0600	33.9294	-93.8583	0.0
035200	NIMROD DAM	UNITED STATES	2012-04-01 06:00:00	-0600	34.9553	-93.1594	0.0
035228	NORFORK DAM	UNITED STATES	2012-04-01 06:00:00	-0600	36.2494	-92.2383	0.0
035320	NORTH LITTLE ROCK WFO	UNITED STATES	2012-04-01 06:00:00	-0600	34.8353	-92.2596	0.0
035602	PARTHENON	UNITED STATES	2012-04-01 06:00:00	-0600	35.9547	-93.2405	0.0
035754	PINE BLUFF	UNITED STATES	2012-04-01 06:00:00	-0600	34.2255	-92.0185	0.0
035908	PRESCOTT 2 NNW	UNITED STATES	2012-04-01 06:00:00	-0600	33.8204	-93.3879	0.0
036393	ST. PAUL 1 E	UNITED STATES	2012-04-01 06:00:00	-0600	35.8236	-93.7672	0.0
036405	SALEM NO 2	UNITED STATES	2012-04-01 06:00:00	-0600	36.4261	-91.9158	0.0
036920	STUTTGART 9 ESE	UNITED STATES	2012-04-01 06:00:00	-0600	34.4744	-91.4172	0.0
037048	TEXARKANA WEBB FIELD	UNITED STATES	2012-04-01 06:00:00	-0600	33.4536	-94.0074	0.0
037488	WALDRON	UNITED STATES	2012-04-01 06:00:00	-0600	34.9229	-94.0944	0.0
038052	WYNNE	UNITED STATES	2012-04-01 06:00:00	-0600	35.2547	-90.7965	0.0
060806	IGOR I SIKORSKY MEMORI AP	UNITED STATES	2012-04-01 06:00:00	-0500	41.1583	-73.1289	0.0
063456	HARTFORD-BRADLEY INTERNATIONAL AIRPORT	UNITED STATES	2012-04-01 06:00:00	-0500	41.9375	-72.6819	0.0
065445	NORFOLK 2 SW	UNITED STATES	2012-04-01 06:00:00	-0500	41.9725	-73.2208	0.0
068330	THOMASTON DAM	UNITED STATES	2012-04-01 06:00:00	-0500	41.6931	-73.06	999.99
079595	WILMINGTON NEW CASTLE CO AP	UNITED STATES	2012-04-01 06:00:00	-0500	39.6744	-75.60567	0.0
080845	BOCA RATON	UNITED STATES	2012-04-01 06:00:00	-0500	26.3676	-80.1107	0.0
080975	BRANFORD	UNITED STATES	2012-04-01 06:00:00	-0500	29.9625	-82.9108	0.0
081048	BROOKSVILLE 7 SSW	UNITED STATES	2012-04-01 06:00:00	-0500	28.4811	-82.4353	0.0
081986	CRESTVIEW BOB SIKES AP	UNITED STATES	2012-04-01 06:00:00	-0600	30.77972	-86.5225	0.0
082008	CROSS CITY 1 E	UNITED STATES	2012-04-01 06:00:00	-0500	29.6333	-83.1053	999.99
082158	DAYTONA BEACH INTL AP	UNITED STATES	2012-04-01 06:00:00	-0500	29.1828	-81.0483	0.0
082229	DELAND 3 NE	UNITED STATES	2012-04-01 06:00:00	-0500	29.06667	-81.28333	999.99
082391	DOWLING PARK 1 W	UNITED STATES	2012-04-01 06:00:00	-0500	30.2497	-83.2594	999.99
083165	FORT LAUDERDALE INTERNATIONAL AIRPORT	UNITED STATES	2012-04-01 06:00:00	-0500	26.07875	-80.16217	0.0
083186	FORT MYERS PAGE FIELD AP	UNITED STATES	2012-04-01 06:00:00	-0500	26.585	-81.8614	0.0
083326	GAINESVILLE REGIONAL AP	UNITED STATES	2012-04-01 06:00:00	-0500	29.6919	-82.2755	0.0
083538	GRACEVILLE 1 SW	UNITED STATES	2012-04-01 06:00:00	-0600	30.9575	-85.533	0.0
084095	HOMESTEAD GEN AVIATION AP	UNITED STATES	2012-04-01 06:00:00	-0500	25.5011	-80.55	0.0
084273	INGLIS 3 E	UNITED STATES	2012-04-01 06:00:00	-0500	29.0253	-82.6158	0.0
084358	JACKSONVILLE INTL AP	UNITED STATES	2012-04-01 06:00:00	-0500	30.495	-81.6936	0.0
084370	JACKSONVILLE CRAIG MUNICIPAL AP	UNITED STATES	2012-04-01 06:00:00	-0500	30.3361	-81.5147	0.0
084570	KEY WEST WBAS AP	UNITED STATES	2012-04-01 06:00:00	-0500	24.58333	-81.7	0.0
084802	LAKELAND 2	UNITED STATES	2012-04-01 06:00:00	-0500	27.9914	-82.0136	0.0
085076	LISBON	UNITED STATES	2012-04-01 06:00:00	-0500	28.8728	-81.7844	999.99
085237	LYNNE	UNITED STATES	2012-04-01 06:00:00	-0500	29.2003	-81.9306	0.0
085391	MARINELAND	UNITED STATES	2012-04-01 06:00:00	-0500	29.67	-81.215	0.0
085604	MELBOURNE INTERNATIONAL AIRPORT	UNITED STATES	2012-04-01 06:00:00	-0500	28.1011	-80.6439	0.0
085612	MELBOURNE WFO	UNITED STATES	2012-04-01 06:00:00	-0500	28.1136	-80.654	999.99
085663	MIAMI INTERNATIONAL AP	UNITED STATES	2012-04-01 06:00:00	-0500	25.7881	-80.3169	0.0
085880	MONTICELLO 10 SW	UNITED STATES	2012-04-01 06:00:00	-0500	30.4405	-83.9858	0.0
085895	MOORE HAVEN LOCK 1	UNITED STATES	2012-04-01 06:00:00	-0500	26.84	-81.0872	999.99
086076	NAPLES MUNICIPAL AIRPORT	UNITED STATES	2012-04-01 06:00:00	-0500	26.155	-81.7752	0.0
086240	NICEVILLE	UNITED STATES	2012-04-01 06:00:00	-0600	30.5316	-86.4928	0.0
086323	NORTH NEW RVR CANAL 2	UNITED STATES	2012-04-01 06:00:00	-0500	26.3354	-80.5373	999.99
086628	ORLANDO INTL AP	UNITED STATES	2012-04-01 06:00:00	-0500	28.4339	-81.325	0.0
086842	PANAMA CITY 5N	UNITED STATES	2012-04-01 06:00:00	-0600	30.2491	-85.6605	0.0
086880	PARRISH	UNITED STATES	2012-04-01 06:00:00	-0500	27.609	-82.3476	999.99
086997	PENSACOLA	UNITED STATES	2012-04-01 06:00:00	-0600	30.53028	-87.19944	0.0
087440	RAIFORD STATE PRISON	UNITED STATES	2012-04-01 06:00:00	-0500	30.0678	-82.1928	999.99
087851	SAINT LEO	UNITED STATES	2012-04-01 06:00:00	-0500	28.3378	-82.26	0.0
087886	ST PETERSBURG	UNITED STATES	2012-04-01 06:00:00	-0500	27.78333	-82.63333	0.0
088758	TALLAHASSEE REGIONAL AP	UNITED STATES	2012-04-01 06:00:00	-0500	30.39306	-84.35333	0.0
088780	TAMIAMI TRAIL 40 MI. BEND	UNITED STATES	2012-04-01 06:00:00	-0500	25.7608	-80.8241	999.99
088788	TAMPA INTL AP	UNITED STATES	2012-04-01 06:00:00	-0500	27.96194	-82.5403	0.0
088841	TAVERNIER	UNITED STATES	2012-04-01 06:00:00	-0500	25.0069	-80.5211	0.0
089010	TRAIL GLADE RANGES	UNITED STATES	2012-04-01 06:00:00	-0500	25.7647	-80.4775	0.0
089176	VENICE	UNITED STATES	2012-04-01 06:00:00	-0500	27.1006	-82.4364	0.0
089184	VENUS	UNITED STATES	2012-04-01 06:00:00	-0500	27.1819	-81.3509	0.0
089214	VERO BEACH INTL AP	UNITED STATES	2012-04-01 06:00:00	-0500	27.651	-80.4199	0.0
089219	VERO BEACH  4SE	UNITED STATES	2012-04-01 06:00:00	-0500	27.6527	-80.403	0.0
089415	WAUSAU	UNITED STATES	2012-04-01 06:00:00	-0600	30.6323	-85.5976	0.0
089525	WEST PALM BEACH INTERNATIONAL AP	UNITED STATES	2012-04-01 06:00:00	-0500	26.6847	-80.0994	0.0
089795	WOODRUFF DAM	UNITED STATES	2012-04-01 06:00:00	-0500	30.7219	-84.8741	0.0
090044	ADAIRSVILLE 5 SE	UNITED STATES	2012-04-01 06:00:00	-0500	34.3407	-84.8347	0.0
090211	ALMA BACON COUNTY AP	UNITED STATES	2012-04-01 06:00:00	-0500	31.5358	-82.5067	0.0
090435	ATHENS BEN EPPS AP	UNITED STATES	2012-04-01 06:00:00	-0500	33.948	-83.3275	0.0
090451	ATLANTA HARTSFIELD INTL AP	UNITED STATES	2012-04-01 06:00:00	-0500	33.6301	-84.4418	0.0
090495	AUGUSTA WB AIRPORT	UNITED STATES	2012-04-01 06:00:00	-0500	33.46667	-82.03333	0.0
091345	BRUNSWICK MALCOLM MCKINNON AP	UNITED STATES	2012-04-01 06:00:00	-0500	31.1522	-81.3908	0.0
091619	CARNESVILLE	UNITED STATES	2012-04-01 06:00:00	-0500	34.36555	-83.23278	0.0
091743	CEDARTOWN 8 SE	UNITED STATES	2012-04-01 06:00:00	-0500	33.9534	-85.1697	0.0
091863	CHATSWORTH 2	UNITED STATES	2012-04-01 06:00:00	-0500	34.7582	-84.7642	999.99
091908	CHICKAMAUGA PK LARC	UNITED STATES	2012-04-01 06:00:00	-0500	34.9203	-85.2711	0.0
092166	COLUMBUS METROPOLITAN AP	UNITED STATES	2012-04-01 06:00:00	-0500	32.5161	-84.9422	0.0
092361	CRISP CO POWER DAM	UNITED STATES	2012-04-01 06:00:00	-0500	31.8453	-83.9409	999.99
092485	DALLAS 7 NE	UNITED STATES	2012-04-01 06:00:00	-0500	33.988	-84.7475	0.0
092593	DECATUR COUNTY FIRE AND RESCUE	UNITED STATES	2012-04-01 06:00:00	-0500	30.9772	-84.6367	0.0
092844	DUBLIN 2	UNITED STATES	2012-04-01 06:00:00	-0500	32.5574	-82.8999	999.99
093028	EDISON	UNITED STATES	2012-04-01 06:00:00	-0500	31.5663	-84.7338	999.99
093312	FARGO	UNITED STATES	2012-04-01 06:00:00	-0500	30.6908	-82.5633	999.99
093460	FOLKSTON 3 SW	UNITED STATES	2012-04-01 06:00:00	-0500	30.7997	-82.0313	0.0
094204	HAZLEHURST	UNITED STATES	2012-04-01 06:00:00	-0500	31.8878	-82.5808	0.0
094623	JACKSON DAM	UNITED STATES	2012-04-01 06:00:00	-0500	33.32	-83.8436	0.0
094659	JEFFERSON	UNITED STATES	2012-04-01 06:00:00	-0500	34.1081	-83.5725	0.0
094671	JESUP	UNITED STATES	2012-04-01 06:00:00	-0500	31.6081	-81.8797	0.0
094941	CHICKAMAUGA 2 SW	UNITED STATES	2012-04-01 06:00:00	-0500	34.853	-85.3142	0.0
095165	LEXINGTON	UNITED STATES	2012-04-01 06:00:00	-0500	33.8705	-83.1135	0.0
095314	LOUISVILLE 1 E	UNITED STATES	2012-04-01 06:00:00	-0500	33.0125	-82.3914	0.0
095443	MACON MIDDLE GA REGIONAL AP	UNITED STATES	2012-04-01 06:00:00	-0500	32.6847	-83.6527	0.0
095876	MILLEDGEVILLE (DARDC)	UNITED STATES	2012-04-01 06:00:00	-0500	33.0864	-83.2197	0.0
095974	MONROE DARDC	UNITED STATES	2012-04-01 06:00:00	-0500	33.8019	-83.7156	0.0
096091	MOUNTAIN CITY 2 N	UNITED STATES	2012-04-01 06:00:00	-0500	34.9444	-83.3881	0.0
096879	PEARSON	UNITED STATES	2012-04-01 06:00:00	-0500	31.2928	-82.8422	999.99
097605	ROME 8 SW	UNITED STATES	2012-04-01 06:00:00	-0500	34.165	-85.2583	0.0
097847	SAVANNAH INT'L AIRPORT	UNITED STATES	2012-04-01 06:00:00	-0500	32.13133	-81.20237	0.0
098657	THE ROCK RANCH	UNITED STATES	2012-04-01 06:00:00	-0500	32.96416	-84.23027	0.0
098935	UNICOI STATE PARK	UNITED STATES	2012-04-01 06:00:00	-0500	34.7206	-83.7219	0.0
098974	VALDOSTA 2 S	UNITED STATES	2012-04-01 06:00:00	-0500	30.8055	-83.2736	0.0
099291	WEST POINT	UNITED STATES	2012-04-01 06:00:00	-0500	32.8861	-85.1838	999.99
099486	WINTERVILLE	UNITED STATES	2012-04-01 06:00:00	-0500	33.9664	-83.2911	0.0
110082	ALEXIS 1 SW	UNITED STATES	2012-04-01 06:00:00	-0600	41.0579	-90.5654	0.0
110281	ASHLEY	UNITED STATES	2012-04-01 06:00:00	-0600	38.3306	-89.1769	0.0
110330	AUGUSTA	UNITED STATES	2012-04-01 06:00:00	-0600	40.2333	-90.9471	0.0
110510	BELLEVILLE SCOTT AIR FORCE BASE	UNITED STATES	2012-04-01 06:00:00	-0600	38.55	-89.85	0.0
110583	BELVIDERE	UNITED STATES	2012-04-01 06:00:00	-0600	42.2551	-88.864	0.0
111166	CAIRO 3N	UNITED STATES	2012-04-01 06:00:00	-0600	37.0422	-89.1855	0.0
111284	CARLINVILLE NO 2	UNITED STATES	2012-04-01 06:00:00	-0600	39.288	-89.8699	0.0
111290	CARLYLE RESERVOIR	UNITED STATES	2012-04-01 06:00:00	-0600	38.6249	-89.363	0.0
111302	CARMI 3	UNITED STATES	2012-04-01 06:00:00	-0600	38.0733	-88.1805	0.0
111549	CHICAGO OHARE INTL AP	UNITED STATES	2012-04-01 06:00:00	-0600	41.995	-87.9336	0.0
111577	CHICAGO MIDWAY AP 3SW	UNITED STATES	2012-04-01 06:00:00	-0600	41.7372	-87.7775	0.0
111664	CISNE 2 S	UNITED STATES	2012-04-01 06:00:00	-0600	38.5047	-88.4094	0.0
111743	CLINTON 1SSW	UNITED STATES	2012-04-01 06:00:00	-0600	40.1375	-88.9675	0.0
112011	CRETE	UNITED STATES	2012-04-01 06:00:00	-0600	41.44919	-87.62211	0.0
112140	DANVILLE	UNITED STATES	2012-04-01 06:00:00	-0600	40.1391	-87.6479	0.0
112193	DECATUR WTP	UNITED STATES	2012-04-01 06:00:00	-0600	39.8288	-88.9505	0.0
112353	DIXON SPRINGS AGRIC CNTR	UNITED STATES	2012-04-01 06:00:00	-0600	37.4388	-88.6678	0.0
112687	EFFINGHAM 3SW	UNITED STATES	2012-04-01 06:00:00	-0600	39.1181	-88.6244	0.0
112923	FAIRBURY  WWTP	UNITED STATES	2012-04-01 06:00:00	-0600	40.7511	-88.4983	0.0
113106	FLORA	UNITED STATES	2012-04-01 06:00:00	-0600	38.678	-88.4798	0.0
113262	FREEPORT WASTE WTR PL	UNITED STATES	2012-04-01 06:00:00	-0600	42.2972	-89.6038	0.0
113290	FULTON L&D # 13	UNITED STATES	2012-04-01 06:00:00	-0600	41.8978	-90.1545	0.0
113666	GREENFIELD	UNITED STATES	2012-04-01 06:00:00	-0600	39.3423	-90.2059	0.0
113879	HARRISBURG	UNITED STATES	2012-04-01 06:00:00	-0600	37.7408	-88.5244	0.0
114078	HIDALGO 3SW	UNITED STATES	2012-04-01 06:00:00	-0600	39.1396	-88.1905	0.0
114198	HOOPESTON	UNITED STATES	2012-04-01 06:00:00	-0600	40.4664	-87.6851	0.0
114317	HUTSONVILLE	UNITED STATES	2012-04-01 06:00:00	-0600	39.1138	-87.6563	0.0
114355	ILLINOIS CITY DAM 16	UNITED STATES	2012-04-01 06:00:00	-0600	41.4255	-91.0094	0.0
114442	JACKSONVILLE 2E	UNITED STATES	2012-04-01 06:00:00	-0600	39.7346	-90.1979	0.0
114603	KANKAKEE METRO WASTEWATER	UNITED STATES	2012-04-01 06:00:00	-0600	41.13506	-87.88564	0.0
114629	KASKASKIA RIVER NAVIGATION LOCK	UNITED STATES	2012-04-01 06:00:00	-0600	37.9842	-89.9492	0.0
114710	KEWANEE 1 E	UNITED STATES	2012-04-01 06:00:00	-0600	41.2429	-89.8997	0.0
114879	LANARK	UNITED STATES	2012-04-01 06:00:00	-0600	42.0919	-89.8421	0.0
114957	LAWRENCEVILLE 2WSW	UNITED STATES	2012-04-01 06:00:00	-0600	38.7239	-87.7196	0.0
115079	LINCOLN	UNITED STATES	2012-04-01 06:00:00	-0600	40.152	-89.3387	0.0
115272	MACKINAW 1N	UNITED STATES	2012-04-01 06:00:00	-0600	40.55165	-89.334	0.0
115493	MC HENRY	UNITED STATES	2012-04-01 06:00:00	-0600	42.35	-88.26667	0.0
115751	MOLINE QUAD CITY INTL AP	UNITED STATES	2012-04-01 06:00:00	-0600	41.46528	-90.52333	0.0
115768	MONMOUTH	UNITED STATES	2012-04-01 06:00:00	-0600	40.9443	-90.6381	0.0
115825	MORRIS 1 NW	UNITED STATES	2012-04-01 06:00:00	-0600	41.3708	-88.4336	0.0
115841	MORRISONVILLE	UNITED STATES	2012-04-01 06:00:00	-0600	39.4157	-89.4615	0.0
115888	MT CARMEL	UNITED STATES	2012-04-01 06:00:00	-0600	38.4105	-87.7577	0.0
115983	MURPHYSBORO WATERWORKS	UNITED STATES	2012-04-01 06:00:00	-0600	37.76667	-89.31667	0.0
116157	NEWTON	UNITED STATES	2012-04-01 06:00:00	-0600	38.9916	-88.1828	0.0
116185	NOKOMIS	UNITED STATES	2012-04-01 06:00:00	-0600	39.3052	-89.2827	0.0
116610	PARIS STP	UNITED STATES	2012-04-01 06:00:00	-0600	39.6185	-87.6672	0.0
116711	PEORIA INTERNATIONAL AP	UNITED STATES	2012-04-01 06:00:00	-0600	40.6675	-89.6839	0.0
116819	PIPER CITY	UNITED STATES	2012-04-01 06:00:00	-0600	40.7569	-88.1827	0.0
116837	PITTSFIELD NO 2	UNITED STATES	2012-04-01 06:00:00	-0600	39.622	-90.8033	0.0
117014	PROPHETSTOWN	UNITED STATES	2012-04-01 06:00:00	-0600	41.6752	-89.9374	0.0
117072	QUINCY REGIONAL AP	UNITED STATES	2012-04-01 06:00:00	-0600	39.93694	-91.19194	0.0
117077	QUINCY DAM 21	UNITED STATES	2012-04-01 06:00:00	-0600	39.9035	-91.4284	0.0
117150	RANTOUL	UNITED STATES	2012-04-01 06:00:00	-0600	40.313	-88.1598	0.0
117187	REND LAKE DAM	UNITED STATES	2012-04-01 06:00:00	-0600	38.0405	-88.9883	0.0
117382	ROCKFORD GREATER ROCKFORD AP	UNITED STATES	2012-04-01 06:00:00	-0600	42.1927	-89.093	0.0
117391	ROCK ISLAND L&D 15	UNITED STATES	2012-04-01 06:00:00	-0600	41.518	-90.5647	0.0
117833	SHABBONA 3S	UNITED STATES	2012-04-01 06:00:00	-0600	41.73272	-88.86425	0.0
118020	SMITHLAND LOCK & DAM	UNITED STATES	2012-04-01 06:00:00	-0600	37.1644	-88.4311	0.0
118179	SPRINGFIELD ABRAHAM LINCOLN CAPITAL AP	UNITED STATES	2012-04-01 06:00:00	-0600	39.8447	-89.6839	0.0
118389	SULLIVAN 3S	UNITED STATES	2012-04-01 06:00:00	-0600	39.5608	-88.6066	0.0
118740	CHAMPAIGN 3S	UNITED STATES	2012-04-01 06:00:00	-0600	40.084	-88.2404	0.0
118781	VANDALIA	UNITED STATES	2012-04-01 06:00:00	-0600	38.958	-89.0952	0.0
118916	WALNUT	UNITED STATES	2012-04-01 06:00:00	-0600	41.5603	-89.6024	0.0
119193	WEST SALEM	UNITED STATES	2012-04-01 06:00:00	-0600	38.525	-88.013	0.0
119816	YATES CITY	UNITED STATES	2012-04-01 06:00:00	-0600	40.7763	-90.0203	0.0
120132	ALPINE 2 NE	UNITED STATES	2012-04-01 06:00:00	-0500	39.5739	-85.1582	0.0
120177	ANDERSON SEWAGE PLANT	UNITED STATES	2012-04-01 06:00:00	-0500	40.1117	-85.7163	0.0
120200	ANGOLA	UNITED STATES	2012-04-01 06:00:00	-0500	41.6639	-85.0183	0.0
